Country Name,Country Code,Indicator Name,Indicator Code,Year,Renewable Output
Switzerland,CHE,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,58.5082722302736
Chile,CHL,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,38.0307371711383
China,CHN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,16.6814659250101
Cote d'Ivoire,CIV,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,36.412705003114
Cameroon,CMR,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,98.7559241706161
"Congo, Dem. Rep.",COD,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,99.5289240625589
"Congo, Rep.",COG,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,85.5855855855856
Colombia,COL,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,79.8608192050815
Costa Rica,CRI,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,97.8471997410165
Cuba,CUB,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,6.78995307756003
Cyprus,CYP,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,0.0
Czechia,CZE,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,3.64485114539215
Germany,DEU,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,5.16214272874348
Denmark,DNK,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,11.2512846865365
Dominican Republic,DOM,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,14.2127866461389
Algeria,DZA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,0.81997010946399
Ecuador,ECU,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,69.6255335661622
"Egypt, Arab Rep.",EGY,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,21.4366012117673
Eritrea,ERI,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,0.452488687782805
Spain,ESP,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,13.1132741408039
Estonia,EST,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,0.193283401787871
Ethiopia,ETH,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,98.8442822384428
Finland,FIN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,30.512403357473
France,FRA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,14.3410579967859
Gabon,GAB,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,63.1024096385542
United Kingdom,GBR,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,2.61196462330776
Georgia,GEO,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,83.8474554210595
Ghana,GHA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,83.5866752910737
Gibraltar,GIB,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,0.0
Greece,GRC,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,9.58051257253385
Guatemala,GTM,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,57.0133127532317
"Hong Kong SAR, China",HKG,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,0.0
Honduras,HND,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,59.5317725752508
Croatia,HRV,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,56.5220741197319
Haiti,HTI,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,58.0229226361031
Hungary,HUN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,0.650243180376401
Indonesia,IDN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,14.8123733489587
India,IND,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,15.5192560358564
Ireland,IRL,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,5.10607368373234
"Iran, Islamic Rep.",IRN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,4.41872231641176
Iraq,IRQ,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,1.91680131799892
Iceland,ISL,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,99.9304396215915
Israel,ISR,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,0.0841514726507714
Italy,ITA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,19.3155341084892
Jamaica,JAM,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,4.98827208756841
Jordan,JOR,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,0.240079084875018
Japan,JPN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,9.39826850151447
Kazakhstan,KAZ,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,12.9100172638848
Kenya,KEN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,66.0822656776804
Kyrgyz Republic,KGZ,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,85.9002476123099
Cambodia,KHM,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,0.0
"Korea, Rep.",KOR,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,1.76501318473556
Kuwait,KWT,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,0.0
Lebanon,LBN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,3.0258840685381
Libya,LBY,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,0.0
Sri Lanka,LKA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,67.480595084088
Lithuania,LTU,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,3.06589834515366
Luxembourg,LUX,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,11.9373776908023
Latvia,LVA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,67.1289537712895
Morocco,MAR,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,6.39782861574254
Moldova,MDA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,6.23655913978495
Mexico,MEX,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,20.9075244112579
North Macedonia,MKD,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,20.2389625528195
Malta,MLT,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,0.0
Myanmar,MMR,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,22.3755119637853
Mongolia,MNG,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,0.0
Mozambique,MOZ,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,99.4565217391304
Mauritius,MUS,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,20.7570977917981
Malaysia,MYS,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,11.5355724863183
Namibia,NAM,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,96.6914805624483
Nigeria,NGA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,38.2124432842315
Nicaragua,NIC,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,27.3776546629732
Netherlands,NLD,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,2.89091328413284
Norway,NOR,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,99.2120081162349
Nepal,NPL,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,95.4668470906631
New Zealand,NZL,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,69.2642061171264
Oman,OMN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,0.0
Pakistan,PAK,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,29.3219823654606
Panama,PAN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,68.8646288209607
Peru,PER,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,77.0693277310924
Philippines,PHL,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,44.4921799575208
Poland,POL,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,1.6548463356974
"Korea, Dem. People's Rep.",PRK,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,55.3763440860215
Portugal,PRT,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,19.9182202508836
Paraguay,PRY,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,99.9711371945353
Qatar,QAT,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,0.0
Romania,ROU,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,36.0678367185959
Russian Federation,RUS,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,18.9727094180514
Saudi Arabia,SAU,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,0.0
Sudan,SDN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,49.9380932728023
Senegal,SEN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,3.57653791130186
Singapore,SGP,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,0.829945799457995
El Salvador,SLV,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,64.1965255157438
Serbia,SRB,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,43.3971216194844
Slovak Republic,SVK,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,15.7496391734432
Slovenia,SVN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,28.4421655858845
Sweden,SWE,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,48.2674673899006
Syrian Arab Republic,SYR,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,11.919891318638
Togo,TGO,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,48.1308411214953
Thailand,THA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,4.88899254767379
Tajikistan,TJK,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,97.6577831233779
Turkmenistan,TKM,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,0.0564461503725446
Trinidad and Tobago,TTO,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,0.343053173241852
Tunisia,TUN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,0.900270081024307
Turkiye,TUR,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,29.9828237718997
Tanzania,TZA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,93.714781100997
Ukraine,UKR,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,8.32384382988613
Uruguay,URY,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,77.116641178924
United States,USA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,9.0136338048984
Uzbekistan,UZB,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,12.5454585528201
"Venezuela, RB",VEN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,75.1646552472619
Viet Nam,VNM,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,58.4659790313681
"Yemen, Rep.",YEM,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,0.0
South Africa,ZAF,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,0.454652926920576
Zambia,ZMB,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,99.3302421432251
Zimbabwe,ZWE,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1999,41.0097306444789
Aruba,ABW,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,0.0
Afghanistan,AFG,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,93.5373177008865
Angola,AGO,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,62.3038062283737
Albania,ALB,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,96.1490163248221
Andorra,AND,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,100.0
United Arab Emirates,ARE,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,0.0
Argentina,ARG,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,33.0317886599097
Armenia,ARM,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,21.1664988251091
American Samoa,ASM,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,0.0
Antigua and Barbuda,ATG,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,0.0
Australia,AUS,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,8.53855887053809
Austria,AUT,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,73.1627895587443
Azerbaijan,AZE,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,8.20364725386384
Burundi,BDI,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,100.0
Belgium,BEL,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,2.71746893300957
Benin,BEN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,1.94047619047619
Burkina Faso,BFA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,25.1974358974359
Bangladesh,BGD,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,8.80736795383933
Bulgaria,BGR,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,7.21092757306226
Bahrain,BHR,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,0.0
"Bahamas, The",BHS,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,0.0
Bosnia and Herzegovina,BIH,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,48.8445680314508
Belarus,BLR,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,0.107275583310984
Belize,BLZ,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,45.4597959314638
Bolivia,BOL,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,49.7688144329897
Brazil,BRA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,89.4957553523831
Barbados,BRB,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,0.0
Brunei Darussalam,BRN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,0.0
Bhutan,BTN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,99.9867895576534
Botswana,BWA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,0.0
Central African Republic,CAF,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,99.7089977883832
Canada,CAN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,60.6190538229517
Switzerland,CHE,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,57.8880331753554
Chile,CHL,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,49.4510704126952
China,CHN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,16.6391375029689
Cote d'Ivoire,CIV,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,36.75
Cameroon,CMR,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,98.9080459770115
"Congo, Rep.",COG,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,28.6086956521739
Colombia,COL,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,74.1381604878162
Comoros,COM,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,0.0
Cabo Verde,CPV,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,3.11004784688995
Costa Rica,CRI,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,98.5928602399191
Cuba,CUB,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,6.87333688131985
Curacao,CUW,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,0.718108831400535
Cayman Islands,CYM,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,0.0
Cyprus,CYP,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,0.0
Czechia,CZE,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,3.86429096452781
Germany,DEU,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,6.88673698232395
Djibouti,DJI,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,0.0
Dominica,DMA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,40.8423493044822
Denmark,DNK,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,15.4550245471944
Dominican Republic,DOM,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,7.88005155811661
Algeria,DZA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,0.212498032425626
Ecuador,ECU,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,71.7228609121749
"Egypt, Arab Rep.",EGY,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,18.0499085010814
Eritrea,ERI,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,0.0
Spain,ESP,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,16.947181780922
Estonia,EST,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,0.214965347116175
Finland,FIN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,33.4094260889448
Fiji,FJI,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,76.1439413066401
France,FRA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,13.7368998099838
Faroe Islands,FRO,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,35.3587528174305
"Micronesia, Fed. Sts.",FSM,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,4.18293363078639
Gabon,GAB,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,89.1855513307985
United Kingdom,GBR,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,3.35853650127696
Georgia,GEO,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,79.2200969827586
Ghana,GHA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,91.7001246019659
Gibraltar,GIB,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,0.0
Guinea,GIN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,55.9693318729463
"Gambia, The",GMB,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,0.0
Guinea-Bissau,GNB,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,0.0
Equatorial Guinea,GNQ,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,10.2941176470588
Greece,GRC,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,8.4727819772301
Grenada,GRD,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,0.0
Greenland,GRL,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,94.376491646778
Guatemala,GTM,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,58.6068121693122
Guam,GUM,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,0.0
Guyana,GUY,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,4.45132572092123
"Hong Kong SAR, China",HKG,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,0.0
Honduras,HND,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,62.2774740295243
Croatia,HRV,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,57.3725733534261
Haiti,HTI,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,51.7367458866545
Hungary,HUN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,0.690517461851041
Indonesia,IDN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,21.0016394320922
India,IND,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,14.0401258332442
Ireland,IRL,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,6.21299307814194
"Iran, Islamic Rep.",IRN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,3.0371139286391
Iraq,IRQ,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,1.9153605015674
Iceland,ISL,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,99.934929724102
Israel,ISR,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,0.0726659009399686
Italy,ITA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,20.8138489956297
Jamaica,JAM,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,1.71404783530124
Jordan,JOR,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,0.610004066693778
Japan,JPN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,10.2781393693635
Kazakhstan,KAZ,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,14.6734471202556
Kenya,KEN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,59.0982298678634
Kyrgyz Republic,KGZ,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,91.6348536601701
Cambodia,KHM,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,8.95982142857143
Kiribati,KIR,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,0.820283370618941
St. Kitts and Nevis,KNA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,0.0
"Korea, Rep.",KOR,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,1.97533853310966
Kuwait,KWT,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,0.0
Lebanon,LBN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,4.47493190759609
Liberia,LBR,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,26.2692226669475
Libya,LBY,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,0.0
St. Lucia,LCA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,0.0
Sri Lanka,LKA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,45.8128212450029
Lesotho,LSO,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,99.896848448655
Lithuania,LTU,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,5.63676148796499
Luxembourg,LUX,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,78.7066895368782
Latvia,LVA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,68.2683752417795
St. Martin (French part),MAF,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,0.0
Morocco,MAR,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,6.08442820492887
Moldova,MDA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,6.72493756689262
Madagascar,MDG,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,68.5044247787611
Maldives,MDV,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,0.0
Mexico,MEX,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,19.7951574085329
Marshall Islands,MHL,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,0.0721604849184587
North Macedonia,MKD,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,17.1780942592864
Mali,MLI,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,27.159564862192
Malta,MLT,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,0.0
Myanmar,MMR,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,38.4539549102025
Mongolia,MNG,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,0.134419551934827
Mozambique,MOZ,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,91.1371599340478
Mauritania,MRT,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,0.0
Mauritius,MUS,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,29.5691788526434
Malawi,MWI,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,93.2040184934126
Malaysia,MYS,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,10.9232690780449
Namibia,NAM,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,92.771855010661
New Caledonia,NCL,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,27.2922313929036
Niger,NER,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,0.388349514563107
Nigeria,NGA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,42.7572043723087
Nicaragua,NIC,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,17.6435559336453
Netherlands,NLD,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,3.31471254365119
Norway,NOR,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,99.7197829097369
Nepal,NPL,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,99.3212778782399
Nauru,NRU,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,0.0
New Zealand,NZL,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,71.9222078350725
Oman,OMN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,0.0
Pakistan,PAK,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,28.530726995126
Panama,PAN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,74.3746674851647
Peru,PER,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,85.9404479578393
Philippines,PHL,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,42.9482888054758
Palau,PLW,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,0.0099137503717656
Papua New Guinea,PNG,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2000,41.5286405859385
