Country Name,Country Code,Indicator Name,Indicator Code,Year,Renewable Output
Angola,AGO,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,86.2068965517241
Albania,ALB,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,86.4077669902913
United Arab Emirates,ARE,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,0.0
Argentina,ARG,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,35.2511075391069
Armenia,ARM,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,15.0067554526153
Australia,AUS,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,9.61043484992162
Austria,AUT,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,64.8884558794289
Azerbaijan,AZE,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,7.16136834830684
Belgium,BEL,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,0.782538809695021
Benin,BEN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,0.0
Bangladesh,BGD,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,11.4330056906363
Bulgaria,BGR,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,4.45646757314729
Bahrain,BHR,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,0.0
Bosnia and Herzegovina,BIH,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,20.8993985784582
Belarus,BLR,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,0.0505996053230785
Bolivia,BOL,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,50.2695976773123
Brazil,BRA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,94.500518353297
Brunei Darussalam,BRN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,0.0
Botswana,BWA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,0.0
Canada,CAN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,62.2809125141363
Switzerland,CHE,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,53.8256132730445
Chile,CHL,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,53.8373612018289
China,CHN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,20.4079398906752
Cote d'Ivoire,CIV,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,66.6666666666667
Cameroon,CMR,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,98.4797923618836
"Congo, Dem. Rep.",COD,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,99.5575221238938
"Congo, Rep.",COG,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,99.3914807302231
Colombia,COL,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,76.3841901146959
Costa Rica,CRI,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,97.520184544406
Cuba,CUB,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,10.2502662406816
Cyprus,CYP,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,0.0
Czechia,CZE,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,1.85584807941303
Germany,DEU,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,3.47135987200349
Denmark,DNK,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,3.17527519051651
Dominican Republic,DOM,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,10.0456621004566
Algeria,DZA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,0.838301043219076
Ecuador,ECU,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,78.5478028035911
"Egypt, Arab Rep.",EGY,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,23.871556986973
Spain,ESP,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,17.1349960177195
Estonia,EST,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,0.0
Ethiopia,ETH,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,88.3527454242928
Finland,FIN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,29.4517902789782
France,FRA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,13.2570094901735
Gabon,GAB,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,72.3926380368098
United Kingdom,GBR,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,1.81743120126854
Georgia,GEO,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,55.20985135529
Ghana,GHA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,100.0
Gibraltar,GIB,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,0.0
Greece,GRC,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,5.05956632288661
Guatemala,GTM,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,96.5301204819277
"Hong Kong SAR, China",HKG,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,0.0
Honduras,HND,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,98.2751185855972
Croatia,HRV,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,46.5231601487659
Haiti,HTI,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,79.3969849246231
Hungary,HUN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,0.685750457166971
Indonesia,IDN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,20.9171334986378
India,IND,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,24.7652606487719
Ireland,IRL,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,4.80192903892525
"Iran, Islamic Rep.",IRN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,10.2923758925248
Iraq,IRQ,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,10.8333333333333
Iceland,ISL,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,99.8669623059867
Israel,ISR,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,0.0143554407120299
Italy,ITA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,16.1149584487535
Jamaica,JAM,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,7.56712774613507
Jordan,JOR,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,0.329851566794942
Japan,JPN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,11.279091002018
Kazakhstan,KAZ,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,8.42994312134495
Kenya,KEN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,92.8593508500773
Kyrgyz Republic,KGZ,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,63.4757182812103
"Korea, Rep.",KOR,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,5.82691444638817
Kuwait,KWT,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,0.0
Lebanon,LBN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,33.3333333333333
Libya,LBY,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,0.0
Sri Lanka,LKA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,99.8412698412698
Lithuania,LTU,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,1.45748987854251
Luxembourg,LUX,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,6.02759622367465
Latvia,LVA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,67.6293622141998
Morocco,MAR,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,12.6713751557956
Moldova,MDA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,1.58436594537945
Mexico,MEX,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,24.6933190604038
North Macedonia,MKD,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,8.52726641194859
Malta,MLT,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,0.0
Myanmar,MMR,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,48.1436642453592
Mongolia,MNG,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,0.0
Mozambique,MOZ,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,61.6052060737527
Mauritius,MUS,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,31.1538461538462
Malaysia,MYS,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,17.3314216197428
Nigeria,NGA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,32.5856049914581
Nicaragua,NIC,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,61.3589567604667
Netherlands,NLD,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,1.11994219653179
Norway,NOR,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,99.5978596283895
Nepal,NPL,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,99.8861047835991
New Zealand,NZL,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,79.1500582571902
Oman,OMN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,0.0
Pakistan,PAK,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,44.9260743768747
Panama,PAN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,85.2686959789553
Peru,PER,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,76.803302433372
Philippines,PHL,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,45.4248490143199
Poland,POL,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,1.07988350169832
"Korea, Dem. People's Rep.",PRK,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,56.3176895306859
Portugal,PRT,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,34.521595733483
Paraguay,PRY,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,99.9742505057936
Qatar,QAT,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,0.0
Romania,ROU,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,17.744017167115
Russian Federation,RUS,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,15.3381410374883
Saudi Arabia,SAU,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,0.0
Sudan,SDN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,63.2343234323432
Senegal,SEN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,4.65608465608466
Singapore,SGP,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,0.540918925798651
El Salvador,SLV,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,93.1920649233544
Serbia,SRB,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,23.8216208058755
Slovak Republic,SVK,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,7.19424460431655
Slovenia,SVN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,23.7062037929926
Sweden,SWE,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,50.815621715331
Syrian Arab Republic,SYR,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,23.4949616742744
Togo,TGO,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,60.126582278481
Thailand,THA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,11.2640347700109
Tajikistan,TJK,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,90.9291303868621
Turkmenistan,TKM,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,5.03126572270538
Trinidad and Tobago,TTO,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,0.866648029074644
Tunisia,TUN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,0.791602133884013
Turkiye,TUR,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,40.3663347409763
Tanzania,TZA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,95.1474201474201
Ukraine,UKR,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,3.51832951294192
Uruguay,URY,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,94.9617089883112
United States,USA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,11.4720248205676
Uzbekistan,UZB,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,11.8029294274301
"Venezuela, RB",VEN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,62.3438579929536
Viet Nam,VNM,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,61.8477133970741
"Yemen, Rep.",YEM,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,0.0
South Africa,ZAF,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,0.603973066389198
Zambia,ZMB,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,99.2262573318358
Zimbabwe,ZWE,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1990,46.6673787652211
Angola,AGO,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,82.6552462526767
Albania,ALB,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,92.1424829753798
United Arab Emirates,ARE,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,0.0
Argentina,ARG,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,30.3003861577306
Armenia,ARM,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,16.2463219840269
Australia,AUS,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,10.5791427004553
Austria,AUT,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,63.4170502884447
Azerbaijan,AZE,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,7.49680170575693
Belgium,BEL,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,0.745106761565836
Benin,BEN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,0.0
Bangladesh,BGD,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,10.1330108827086
Bulgaria,BGR,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,5.973765356566
Bahrain,BHR,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,0.0
Bosnia and Herzegovina,BIH,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,37.272397533551
Belarus,BLR,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,0.0464696011359236
Bolivia,BOL,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,58.8752196836555
Brazil,BRA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,94.6257525269118
Brunei Darussalam,BRN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,0.0
Botswana,BWA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,0.0
Canada,CAN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,61.3082849670533
Switzerland,CHE,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,55.8538596310419
Chile,CHL,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,70.9733981263464
China,CHN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,18.4711307876776
Cote d'Ivoire,CIV,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,69.0148596587782
Cameroon,CMR,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,98.5608856088561
"Congo, Dem. Rep.",COD,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,99.5834122325317
"Congo, Rep.",COG,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,100.0
Colombia,COL,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,75.6826169234928
Costa Rica,CRI,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,94.8757763975155
Cuba,CUB,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,10.3344153393221
Cyprus,CYP,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,0.0
Czechia,CZE,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,1.79916732751784
Germany,DEU,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,3.14639181371077
Denmark,DNK,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,2.89232453139964
Dominican Republic,DOM,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,13.5714285714286
Algeria,DZA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,1.68924762179302
Ecuador,ECU,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,72.7702896472613
"Egypt, Arab Rep.",EGY,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,22.6824909499152
Spain,ESP,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,17.8490510330486
Estonia,EST,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,0.0
Ethiopia,ETH,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,89.4954507857734
Finland,FIN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,31.3817128272342
France,FRA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,13.1058008490761
Gabon,GAB,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,72.5888324873096
United Kingdom,GBR,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,1.64862562911343
Georgia,GEO,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,57.1351600985222
Ghana,GHA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,100.0
Gibraltar,GIB,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,0.0
Greece,GRC,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,8.65838335892782
Guatemala,GTM,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,94.902687673772
"Hong Kong SAR, China",HKG,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,0.0
Honduras,HND,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,98.5507246376812
Croatia,HRV,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,68.4601975595584
Haiti,HTI,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,74.5726495726496
Hungary,HUN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,0.727563995594567
Indonesia,IDN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,20.5570433851098
India,IND,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,23.0664204187271
Ireland,IRL,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,4.92474254026934
"Iran, Islamic Rep.",IRN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,11.003337179927
Iraq,IRQ,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,4.32484382508409
Iceland,ISL,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,99.8442367601246
Israel,ISR,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,0.0278888165845496
Italy,ITA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,20.5300789843835
Jamaica,JAM,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,6.73892554194157
Jordan,JOR,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,0.214822771213749
Japan,JPN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,11.8903100779508
Kazakhstan,KAZ,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,8.37365091179754
Kenya,KEN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,95.3407105416424
Kyrgyz Republic,KGZ,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,63.9740491031675
"Korea, Rep.",KOR,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,2.90704460191747
Kuwait,KWT,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,0.0
Lebanon,LBN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,18.6666666666667
Libya,LBY,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,0.0
Sri Lanka,LKA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,92.2712466686408
Lithuania,LTU,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,1.15110853795593
Luxembourg,LUX,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,6.92579505300353
Latvia,LVA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,58.0262225372077
Morocco,MAR,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,13.3188484519283
Moldova,MDA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,2.31924508240298
Mexico,MEX,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,22.3889303714766
North Macedonia,MKD,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,14.6967071057192
Malta,MLT,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,0.0
Myanmar,MMR,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,46.3205080313784
Mongolia,MNG,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,0.0
Mozambique,MOZ,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,67.8571428571429
Mauritius,MUS,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,30.1050175029172
Malaysia,MYS,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,16.6013859596264
Namibia,NAM,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,95.1763858891289
Nigeria,NGA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,41.8648972965342
Nicaragua,NIC,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,60.2521566025216
Netherlands,NLD,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,1.25699075069908
Norway,NOR,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,99.4000486447045
Nepal,NPL,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,96.5665236051502
New Zealand,NZL,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,76.4023900829394
Oman,OMN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,0.0
Pakistan,PAK,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,44.5588664913818
Panama,PAN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,74.4086021505376
Peru,PER,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,80.2720618699075
Philippines,PHL,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,42.5084798627627
Poland,POL,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,1.11940852472646
"Korea, Dem. People's Rep.",PRK,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,57.0342205323194
Portugal,PRT,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,32.9639796464917
Paraguay,PRY,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,99.962522571633
Qatar,QAT,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,0.0
Romania,ROU,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,25.6817421615056
Russian Federation,RUS,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,15.6941403137911
Saudi Arabia,SAU,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,0.0
Sudan,SDN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,62.4924744130042
Senegal,SEN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,4.54076367389061
Singapore,SGP,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,1.44790497015543
El Salvador,SLV,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,73.704832390074
Serbia,SRB,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,29.7407948263273
Slovak Republic,SVK,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,5.68957853477189
Slovenia,SVN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,28.3113622096673
Sweden,SWE,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,44.1728405112757
Syrian Arab Republic,SYR,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,22.0379341489449
Togo,TGO,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,68.1978798586572
Thailand,THA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,9.1401813290824
Tajikistan,TJK,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,93.2719103679691
Turkmenistan,TKM,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,4.92853622474125
Trinidad and Tobago,TTO,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,0.672043010752688
Tunisia,TUN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,1.82421227197347
Turkiye,TUR,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,37.8481558941672
Tanzania,TZA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,94.7310647639956
Ukraine,UKR,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,4.20190682603532
Uruguay,URY,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,87.9167854089484
United States,USA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,10.6886172706848
Uzbekistan,UZB,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1991,11.1344964460445
